Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
CYCSP52		1q23.1	AMP	1	70	1.4%	No
NDUFA6-DT		22q13.2	HOMDEL	1	70	1.4%	No
CEP126		11q22.1	AMP	6	70	8.6%	No
NKAP		Xq24	AMP	1	70	1.4%	No
OR5H2		3q11.2	AMP	2	70	2.9%	No
HUWE1		Xp11.22	AMP	1	70	1.4%	No
SARS2		19q13.2	AMP	3	70	4.3%	No
COL18A1-AS2		21q22.3	HOMDEL	1	70	1.4%	No
LINC01550		14q32.2	HOMDEL	1	70	1.4%	No
CDC37		19p13.2	AMP	1	70	1.4%	No
SH3BGRL		Xq21.1	HOMDEL	1	70	1.4%	No
TMEM94		17q25.1	AMP	4	70	5.7%	No
LINC00933		15q25.2	AMP	1	70	1.4%	No
RUSC1		1q22	AMP	1	70	1.4%	No
LOC440300		15q25.2	HOMDEL	1	70	1.4%	No
ECHS1		10q26.3	HOMDEL	3	70	4.3%	No
LINC00554		13q32.3	AMP	1	70	1.4%	No
HTN1		4q13.3	HOMDEL	1	70	1.4%	No
DROSHA		5p13.3	AMP	3	70	4.3%	Yes
PTGDS		9q34.3	HOMDEL	1	70	1.4%	No
ZFAT-AS1		8q24.22	AMP	1	70	1.4%	No
RBP1		3q23	AMP	3	70	4.3%	No
VCX		Xp22.31	AMP	1	70	1.4%	No
KRTAP3-2		17q21.2	HOMDEL	2	70	2.9%	No
SPTBN5		15q21	HOMDEL	2	70	2.9%	No
MCRIP1		17q25.3	HOMDEL	1	70	1.4%	No
SEPTIN14P6		6p25.3	HOMDEL	1	70	1.4%	No
CCDC197		14q32.12	AMP	1	70	1.4%	No
C1ORF68		1q21.3	AMP	1	70	1.4%	No
USP17L9P		4p16.1	HOMDEL	1	70	1.4%	No
OR7G3		19p13.2	HOMDEL	1	70	1.4%	No
LINC01910		18q22.2	HOMDEL	1	70	1.4%	No
TDRD6		6p12.3	AMP	2	70	2.9%	No
SLCO4C1		5q21.1	HOMDEL	1	70	1.4%	No
C16ORF90		16p13.3	AMP	1	70	1.4%	No
SLC35E3		12q15	AMP	2	70	2.9%	No
CCNP		19q13.2	AMP	2	70	2.9%	No
PPIL2		22q11.21	AMP	1	70	1.4%	No
TRAPPC2L		16q24.3	HOMDEL	1	70	1.4%	No
TSPEAR-AS1		21q22.3	AMP	2	70	2.9%	No
CLEC12B		12p13.2	AMP	1	70	1.4%	No
COL18A1-AS2		21q22.3	AMP	1	70	1.4%	No
MED15		22q11.21	AMP	1	70	1.4%	No
BRF1		14q32.33	HOMDEL	1	70	1.4%	No
ADSL		22q13.1	AMP	1	70	1.4%	No
MTMR11		1q21.2	AMP	1	70	1.4%	No
WDR76		15q15.3	HOMDEL	2	70	2.9%	No
SHKBP1		19q13.2	AMP	2	70	2.9%	No
PFN2		3q25.1	AMP	4	70	5.7%	No
PRDM12		9q34.12	AMP	1	70	1.4%	No
CCDC40		17q25.3	HOMDEL	1	70	1.4%	No
TCL1B		14q32.13	HOMDEL	1	70	1.4%	Yes
ZBED8		5q33.3	AMP	1	70	1.4%	No
RAB17		2q37.3	AMP	1	70	1.4%	No
DDX19B		16q22.1	AMP	1	70	1.4%	No
ARFGAP2		11p11.2	HOMDEL	1	70	1.4%	No
LINC01203		Xp22.2	AMP	2	70	2.9%	No
ATP10A		15q12	HOMDEL	1	70	1.4%	No
EIF6		20q11.22	AMP	1	70	1.4%	No
CCNK		14q32.2	AMP	1	70	1.4%	No
RNF32-DT		7q36.3	HOMDEL	1	70	1.4%	No
COL8A1		3q12.1	AMP	2	70	2.9%	No
FAM89B		11q13.1	AMP	1	70	1.4%	No
PCF11		11q14.1	AMP	2	70	2.9%	No
SLC25A47		14q32.2	HOMDEL	1	70	1.4%	No
ZNF774		15q26.1	AMP	1	70	1.4%	No
GARIN3		5q33.3	AMP	1	70	1.4%	No
HTN3		4q13.3	HOMDEL	1	70	1.4%	No
TUBB8		10p15.3	HOMDEL	2	70	2.9%	No
RAB7A		3q21.3	AMP	3	70	4.3%	No
AMOTL1		11q21	AMP	3	70	4.3%	No
ADGRL1		19p13.12	HOMDEL	1	70	1.4%	No
PSORS1C1		6p21.33	HOMDEL	1	70	1.4%	No
OR7G2		19p13.2	HOMDEL	1	70	1.4%	No
CKS1B		1q21.3	AMP	1	70	1.4%	Yes
GGN		19q13.2	AMP	3	70	4.3%	No
GALR2		17q25.1	AMP	3	70	4.3%	No
CSNK1G2-AS1		19p13.3	HOMDEL	3	70	4.3%	No
ITGB4		17q25.1	AMP	4	70	5.7%	No
SLC9A2		2q12.1	AMP	2	70	2.9%	No
SRR		17p13.3	HOMDEL	1	70	1.4%	No
TMEM170A		16q23.1	AMP	1	70	1.4%	No
SLC27A3		1q21.3	AMP	1	70	1.4%	No
CLEC4E		12p13.31	AMP	1	70	1.4%	No
CPSF2		14q32.12	AMP	1	70	1.4%	No
LINC01951		5q35.2	AMP	1	70	1.4%	No
CACNA1C-AS4		12p13.33	AMP	1	70	1.4%	No
LINC02328		14q31.3	AMP	1	70	1.4%	No
DUSP12		1q23.3	AMP	1	70	1.4%	No
CCDC66		3p14.3	HOMDEL	2	70	2.9%	No
IL10RA		11q23.3	HOMDEL	1	70	1.4%	No
ZNF469		16q24.2	HOMDEL	1	70	1.4%	No
SLC39A3		19p13.3	AMP	1	70	1.4%	No
SCAMP3		1q22	AMP	1	70	1.4%	No
C1QTNF1-AS1		17q25.3	HOMDEL	1	70	1.4%	No
TENT4A		5p15.31	HOMDEL	2	70	2.9%	No
PPP1R2B		5q33.3	AMP	1	70	1.4%	No
MATN3		2p24.1	AMP	2	70	2.9%	No
SYBU		8q23.2	AMP	1	70	1.4%	No
HS6ST2-AS1		Xq26.2	AMP	1	70	1.4%	No
AMZ2		17q24.2	AMP	1	70	1.4%	No
AFDN-DT		6q27	HOMDEL	1	70	1.4%	No
RAD51		15q15.1	HOMDEL	2	70	2.9%	Yes
VWA8		13q14.11	HOMDEL	3	70	4.3%	No
GPR101		Xq26.3	AMP	1	70	1.4%	No
ATP2A3		17p13.2	HOMDEL	1	70	1.4%	No
FRG2C		3p12.3	HOMDEL	1	70	1.4%	No
RPS4X		Xq13.1	AMP	1	70	1.4%	No
ZBED4		22q13.33	HOMDEL	2	70	2.9%	No
CRIPAK		4p16.3	HOMDEL	1	70	1.4%	No
ACTC1		15q14	AMP	1	70	1.4%	No
OR5M8		11q12.1	HOMDEL	1	70	1.4%	No
NRARP		9q34.3	HOMDEL	1	70	1.4%	No
DSEL		18q22.1	HOMDEL	1	70	1.4%	No
GPC3		Xq26.2	AMP	1	70	1.4%	Yes
LORICRIN		1q21.3	AMP	1	70	1.4%	No
IL17REL		22q13.33	HOMDEL	2	70	2.9%	No
FBXW8		12q24.22	AMP	1	70	1.4%	No
RPUSD2		15q15.1	HOMDEL	2	70	2.9%	No
DCAF1		3p21.2	HOMDEL	1	70	1.4%	No
NSD3		8p11.23	HOMDEL	1	70	1.4%	Yes
JAK2		9p24.1	HOMDEL	1	70	1.4%	Yes
LINC02740		11p12	AMP	1	70	1.4%	No
RNU12		22q13.2	AMP	2	70	2.9%	No
LINC00229		22q13.3	AMP	2	70	2.9%	No
C19ORF71		19p13.3	AMP	1	70	1.4%	No
CLEC4G		19p13.2	HOMDEL	1	70	1.4%	No
COL6A1		21q22.3	AMP	1	70	1.4%	No
NSD2		4p16.3	HOMDEL	1	70	1.4%	Yes
CADPS		3p14.2	HOMDEL	1	70	1.4%	No
CCDC85B		11q13.1	AMP	1	70	1.4%	No
LAMB3		1q32.2	AMP	1	70	1.4%	No
USF1		1q23.3	AMP	1	70	1.4%	No
BANF1		11q13.1	AMP	1	70	1.4%	No
SH2D2A		1q23.1	AMP	1	70	1.4%	No
LURAP1L		9p23	AMP	1	70	1.4%	No
OLFM4		13q14.3	HOMDEL	2	70	2.9%	No
LOC389895		Xq27.1	HOMDEL	1	70	1.4%	No
PNPLA6		19p13.2	AMP	1	70	1.4%	No
CAV3		3p25.3	HOMDEL	1	70	1.4%	No
TSPAN10		17q25.3	HOMDEL	1	70	1.4%	No
COL6A2		21q22.3	AMP	1	70	1.4%	No
ADAM32		8p11.22	HOMDEL	1	70	1.4%	No
HTR3D		3q27.1	AMP	8	70	11.4%	No
GABRG3		15q12	HOMDEL	1	70	1.4%	No
CYP27A1		2q35	HOMDEL	2	70	2.9%	No
NKX2-8		14q13.3	AMP	2	70	2.9%	No
TSPEAR		21q22.3	AMP	2	70	2.9%	No
SMCO1		3q29	AMP	9	70	12.9%	No
C5ORF47		5q35.2	AMP	1	70	1.4%	No
PHGR1		15q15.1	HOMDEL	1	70	1.4%	No
CLEC14A		14q21.1	AMP	2	70	2.9%	No
TRPM6		9q21.13	AMP	1	70	1.4%	No
OBSL1		2q35	HOMDEL	2	70	2.9%	No
MCHR1		22q13.2	AMP	2	70	2.9%	No
MSX1		4p16.2	HOMDEL	1	70	1.4%	No
NRTN		19p13.3	HOMDEL	2	70	2.9%	No
SPINK5		5q32	AMP	1	70	1.4%	No
TBC1D8		2q11.2	AMP	1	70	1.4%	No
DOCK11		Xq24	AMP	1	70	1.4%	No
ARHGAP32		11q24.3	HOMDEL	1	70	1.4%	No
ADGRF1		6p12.3	HOMDEL	1	70	1.4%	No
FGF18		5q35.1	AMP	1	70	1.4%	No
ERI1		8p23.1	HOMDEL	1	70	1.4%	No
CLEC2A		12p13.31	AMP	1	70	1.4%	No
VASH1		14q24.3	HOMDEL	1	70	1.4%	No
CYGB		17q25.1	AMP	2	70	2.9%	No
RHCG		15q26.1	AMP	1	70	1.4%	No
SLC52A2		8q24.3	AMP	1	70	1.4%	No
SNORA25		11q21	AMP	2	70	2.9%	No
PEX5		12p13.31	AMP	1	70	1.4%	No
SNORD114-9		14q32.31	AMP	1	70	1.4%	No
MYBBP1A		17p13.2	HOMDEL	1	70	1.4%	No
SLC6A13		12p13.33	AMP	1	70	1.4%	No
FAM86B2-DT		8p23.1	HOMDEL	1	70	1.4%	No
CEACAM22P		19q13.31	AMP	5	70	7.1%	No
ZNF713		7p11.2	AMP	1	70	1.4%	No
PSG8		19q13.2	AMP	2	70	2.9%	No
ZNF295-AS1		21q22.3	AMP	1	70	1.4%	No
BAG5		14q32.33	AMP	1	70	1.4%	No
P2RX6P		22q11.21	AMP	1	70	1.4%	No
PPEF1		Xp22.13	AMP	2	70	2.9%	No
PDE6B		4p16.3	HOMDEL	1	70	1.4%	No
DLL3		19q13.2	AMP	4	70	5.7%	No
NDUFAF4P1		15q21.1	HOMDEL	2	70	2.9%	No
PAXX		9q34.3	HOMDEL	1	70	1.4%	No
TUBB2B		6p25.2	HOMDEL	1	70	1.4%	No
PRKXP1		15q26.3	AMP	1	70	1.4%	No
CAB39L		13q14.2	HOMDEL	3	70	4.3%	No
HIPK4		19q13.2	AMP	2	70	2.9%	No
DIO3OS		14q32.31	HOMDEL	2	70	2.9%	No
SNORD114-8		14q32.31	AMP	1	70	1.4%	No
CDR1		Xq27.1	AMP	1	70	1.4%	No
ESRRB		14q24.3	AMP	1	70	1.4%	No
G2E3		14q12	AMP	1	70	1.4%	No
CDC42BPB		14q32.32	HOMDEL	2	70	2.9%	No
UNC45A		15q26.1	AMP	1	70	1.4%	No
CEACAM16		19q13.31-q13.32	AMP	5	70	7.1%	No
CCDC166		8q24.3	AMP	1	70	1.4%	No
NMRK2		19p13.3	HOMDEL	2	70	2.9%	No
UBTD2		5q35.1	AMP	1	70	1.4%	No
TPTE2P5		13q14.11	HOMDEL	2	70	2.9%	No
CD3G		11q23.3	HOMDEL	1	70	1.4%	No
SLAMF8		1q23.2	AMP	1	70	1.4%	No
SEC14L1P1		11p11.2	AMP	1	70	1.4%	No
LINC01927		18q23	HOMDEL	1	70	1.4%	No
NF1		17q11.2	AMP	1	70	1.4%	Yes
BLM		15q26.1	AMP	1	70	1.4%	Yes
UAP1		1q23.3	AMP	1	70	1.4%	No
IFT122		3q21.3-q22.1	AMP	4	70	5.7%	No
BLOC1S3		19q13.32	AMP	2	70	2.9%	No
LINC01138		1q21.2	AMP	1	70	1.4%	No
MESP1		15q26.1	AMP	1	70	1.4%	No
ATP8B2		1q21.3	AMP	1	70	1.4%	No
WNT5B		12p13.33	AMP	1	70	1.4%	No
C3ORF38		3p11.1	HOMDEL	1	70	1.4%	No
TUBA8		22q11.21	AMP	1	70	1.4%	No
TUBA4A		2q35	HOMDEL	2	70	2.9%	No
WDR47		1p13.3	AMP	1	70	1.4%	No
PFKL		21q22.3	AMP	1	70	1.4%	No
OR2Z1		19p13.2	HOMDEL	1	70	1.4%	No
CNOT7		8p22	HOMDEL	1	70	1.4%	No
POFUT2		21q22.3	AMP	1	70	1.4%	No
TMEM218		11q24.2	HOMDEL	1	70	1.4%	No
C14ORF132		14q32.2	AMP	1	70	1.4%	No
GPR137		11q13.1	AMP	1	70	1.4%	No
CORO7-PAM16		16p13.3	AMP	1	70	1.4%	No
SPAG4		20q11.22	AMP	1	70	1.4%	No
FGFR1OP2		12p11.23	AMP	2	70	2.9%	No
PPP1R13B-DT		14q32.33	AMP	1	70	1.4%	No
UPRT		Xq13.3	AMP	1	70	1.4%	No
CACNA1C		12p13.33	AMP	1	70	1.4%	No
ESRRA		11q13.1	AMP	1	70	1.4%	No
DOK3		5q35.3	AMP	1	70	1.4%	No
TCP10L3		6q27	HOMDEL	1	70	1.4%	No
SCARNA27		6p24.3	HOMDEL	1	70	1.4%	No
RPA1		17p13.3	HOMDEL	1	70	1.4%	No
SLC39A4		8q24.3	AMP	1	70	1.4%	No
MMGT1		Xq26.3	AMP	1	70	1.4%	No
ZNF876P		4p16.3	HOMDEL	1	70	1.4%	No
CD209		19p13.2	HOMDEL	1	70	1.4%	No
RHPN1-AS1		8q24.3	AMP	1	70	1.4%	No
CSTPP1		11p11.2	AMP	1	70	1.4%	No
DESI1		22q13.2	HOMDEL	1	70	1.4%	No
DSCR10		21q22.13	AMP	1	70	1.4%	No
PANX2		22q13.33	HOMDEL	2	70	2.9%	No
TC2N		14q32.12	AMP	2	70	2.9%	No
TEN1-CDK3		17q25.1	AMP	4	70	5.7%	No
EBP		Xp11.23	AMP	2	70	2.9%	No
CLEC16A		16p13.13	AMP	1	70	1.4%	No
ANKLE2		12q24.33	AMP	1	70	1.4%	No
SNORD114-5		14q32.31	AMP	1	70	1.4%	No
MAGEA8-AS1		Xq28	AMP	2	70	2.9%	No
NEUROD2		17q12	AMP	1	70	1.4%	No
IL1RL1		2q12.1	AMP	2	70	2.9%	No
MCOLN1		19p13.2	AMP	1	70	1.4%	No
PLIN5		19p13.3	HOMDEL	2	70	2.9%	No
OPLAH		8q24.3	AMP	1	70	1.4%	No
ZCCHC12		Xq24	AMP	1	70	1.4%	No
SERPINA1		14q32.13	HOMDEL	1	70	1.4%	No
PRR23D2		8p23.1	HOMDEL	1	70	1.4%	No
SPAG11B		8p23.1	HOMDEL	1	70	1.4%	No
LINC02159		5q34	AMP	1	70	1.4%	No
SPATA8-AS1		15q26.2	AMP	1	70	1.4%	No
PLIN1		15q26.1	AMP	1	70	1.4%	No
PFKM		12q13.11	AMP	1	70	1.4%	No
PDGFD		11q22.3	AMP	1	70	1.4%	No
SLC7A3		Xq13.1	AMP	1	70	1.4%	No
IL3RA		Xp22.3 and Yp13.3	AMP	1	70	1.4%	No
SLC39A11		17q24.3-q25.1	AMP	2	70	2.9%	No
RALY		20q11.22	AMP	1	70	1.4%	No
ZC3H3		8q24.3	AMP	1	70	1.4%	No
OGFRP1		22q13.2	AMP	2	70	2.9%	No
PODNL1		19p13.12	HOMDEL	1	70	1.4%	No
TRIM59		3q25.33	AMP	5	70	7.1%	No
SBNO2		19p13.3	HOMDEL	3	70	4.3%	No
SNORD114-4		14q32.31	AMP	1	70	1.4%	No
MMP24OS		20q11.22	AMP	1	70	1.4%	No
SLC7A4		22q11.21	AMP	1	70	1.4%	No
SPARC		5q33.1	AMP	1	70	1.4%	No
AIPL1		17p13.2	HOMDEL	1	70	1.4%	No
FDXR		17q25.1	AMP	3	70	4.3%	No
ZNF333		19p13.12	HOMDEL	1	70	1.4%	No
LMLN		3q29	AMP	9	70	12.9%	No
MTERF4		2q37.3	HOMDEL	2	70	2.9%	No
OR2Y1		5q35.3	AMP	1	70	1.4%	No
SDHD		11q23.1	HOMDEL	1	70	1.4%	Yes
COL4A1		13q34	HOMDEL	1	70	1.4%	No
ITM2B		13q14.2	HOMDEL	3	70	4.3%	No
DEFB114		6p12.3	HOMDEL	1	70	1.4%	No
KLHL15		Xp22.11	AMP	3	70	4.3%	No
ANKRD18DP		3q29	AMP	9	70	12.9%	No
CSN1S2AP		4q13.3	AMP	1	70	1.4%	No
DLL1		6q27	HOMDEL	1	70	1.4%	No
WDR83		19p13.13	HOMDEL	1	70	1.4%	No
MAGEE2		Xq13.3	AMP	1	70	1.4%	No
BLVRB		19q13.2	AMP	2	70	2.9%	No
CACNA1F		Xp11.23	AMP	2	70	2.9%	No
OR1I1		19p13.1	HOMDEL	1	70	1.4%	No
WDR45B		17q25.3	HOMDEL	1	70	1.4%	No
MAP3K13		3q27.2	AMP	8	70	11.4%	Yes
CLDN16		3q28	AMP	8	70	11.4%	No
SNORD114-7		14q32.31	AMP	1	70	1.4%	No
ACOD1		13q22.3	HOMDEL	1	70	1.4%	No
ZNF136		19p13.2	HOMDEL	1	70	1.4%	No
TRPV1		17p13.2	HOMDEL	1	70	1.4%	No
IL2RG		Xq13.1	AMP	1	70	1.4%	No
HSPB2-C11ORF52		11q23.1	HOMDEL	1	70	1.4%	No
CADM3-AS1		1q23.2	AMP	2	70	2.9%	No
RGMA		15q26.1	AMP	1	70	1.4%	No
NFRKB		11q24.3	HOMDEL	1	70	1.4%	No
ITGB6		2q24.2	AMP	1	70	1.4%	No
ZNF560		19p13.2	AMP	1	70	1.4%	No
AP3D1		19p13.3	AMP	1	70	1.4%	No
SEMA5B		3q21.1	AMP	3	70	4.3%	No
SELENOP		5p12	AMP	4	70	5.7%	No
COQ8B		19q13.2	AMP	2	70	2.9%	No
BNC1		15q25.2	AMP	1	70	1.4%	No
MAP2K4P1		Xq13.2	AMP	1	70	1.4%	No
LINC00638		14q32.33	AMP	1	70	1.4%	No
STX18		4p16.3-p16.2	HOMDEL	1	70	1.4%	No
DDX24		14q32.12	AMP	1	70	1.4%	No
LINC00908		18q23	HOMDEL	1	70	1.4%	No
SNORD114-6		14q32.31	AMP	1	70	1.4%	No
TEX9		15q21.3	HOMDEL	2	70	2.9%	No
KRBOX4		Xp11.3	AMP	2	70	2.9%	No
GPC1		2q37.3	HOMDEL	2	70	2.9%	No
RASSF1-AS1		3p21.3	HOMDEL	1	70	1.4%	No
MCUR1		6p23	HOMDEL	2	70	2.9%	No
STK38L		12p11.23	AMP	1	70	1.4%	No
UMODL1-AS1		21q22.3	AMP	1	70	1.4%	No
LINC01147		14q31.3	HOMDEL	1	70	1.4%	No
WDR93		15q26.1	AMP	1	70	1.4%	No
CEP112		17q24.1	AMP	1	70	1.4%	No
KLRK1		12p13.2	AMP	1	70	1.4%	No
CDKN2D		19p13.2	AMP	1	70	1.4%	No
ITGB5		3q21.2	AMP	3	70	4.3%	No
DIO3OS		14q32.31	AMP	1	70	1.4%	No
MON1A		3p21.31	HOMDEL	1	70	1.4%	No
PSMD1		2q37.1	HOMDEL	2	70	2.9%	No
PXMP2		12q24.33	AMP	1	70	1.4%	No
OR1G1		17p13.3	HOMDEL	1	70	1.4%	No
SNORD114-9		14q32.31	HOMDEL	1	70	1.4%	No
HCN1		5p12	AMP	4	70	5.7%	No
FZD6		8q22.3	AMP	1	70	1.4%	No
PAK6-AS1		15q15.1	HOMDEL	1	70	1.4%	No
KIF1A		2q37.3	HOMDEL	2	70	2.9%	No
ZNF574		19q13.2	AMP	2	70	2.9%	No
BCL9L		11q23.3	HOMDEL	1	70	1.4%	Yes
GOLGA8A		15q14	AMP	1	70	1.4%	No
ASAH1		8p22	HOMDEL	1	70	1.4%	No
ELK2AP		14q32.33	HOMDEL	1	70	1.4%	No
IFI27		14q32.12	AMP	1	70	1.4%	No
ABHD14A		3p21.2	HOMDEL	1	70	1.4%	No
DCSTAMP		8q22.3	AMP	1	70	1.4%	No
SLC26A1		4p16.3	HOMDEL	1	70	1.4%	No
ADGRA1		10q26.3	HOMDEL	1	70	1.4%	No
DEFB131A		4p16.1	HOMDEL	1	70	1.4%	No
WDR1		4p16.1	HOMDEL	1	70	1.4%	No
FBXO21		12q24.22	AMP	1	70	1.4%	No
KNDC1		10q26.3	HOMDEL	3	70	4.3%	No
NCBP2		3q29	AMP	9	70	12.9%	No
FZD4		11q14.2	AMP	2	70	2.9%	No
ABR		17p13.3	HOMDEL	1	70	1.4%	No
DNASE1		16p13.3	AMP	1	70	1.4%	No
KLHL38		8q24.13	AMP	1	70	1.4%	No
PCBP3-AS1		21q22.3	AMP	1	70	1.4%	No
LINC01962		5q35.3	AMP	1	70	1.4%	No
TMEM132D		12q24.33	AMP	1	70	1.4%	No
DISC1FP1		11q14.3	AMP	3	70	4.3%	No
CCDC183		9q34.3	HOMDEL	1	70	1.4%	No
TCIM		8p11.21	HOMDEL	1	70	1.4%	No
IFI16		1q23.1	AMP	2	70	2.9%	No
NANOGNB		12p13.31	AMP	1	70	1.4%	No
LINC01845		5q33.3	AMP	1	70	1.4%	No
SNORD114-20		14q32.31	HOMDEL	1	70	1.4%	No
APOC4-APOC2		19q13.32	AMP	4	70	5.7%	No
KRT23		17q21.2	HOMDEL	2	70	2.9%	No
C2ORF69		2q33.1	AMP	1	70	1.4%	No
SLC18A1		8p21.3	HOMDEL	1	70	1.4%	No
NDUFAF2		5q12.1	HOMDEL	1	70	1.4%	No
SPAG7		17p13.2	HOMDEL	1	70	1.4%	No
RPTN		1q21.3	AMP	1	70	1.4%	No
MAPRE1		20q11.21	AMP	1	70	1.4%	No
POLR3GL		1q21.1	AMP	1	70	1.4%	No
DISP2		15q15.1	HOMDEL	1	70	1.4%	No
LINC01377		5p15.33	HOMDEL	1	70	1.4%	No
YAP1		11q22.1	AMP	6	70	8.6%	Yes
SPATA19		11q25	HOMDEL	1	70	1.4%	No
CEACAM19		19q13.31	AMP	5	70	7.1%	No
B4GALNT3		12p13.33	AMP	1	70	1.4%	No
MTSS1		8q24.13	AMP	1	70	1.4%	No
HORMAD2		22q12.2	AMP	1	70	1.4%	No
TNFAIP2		14q32.32	AMP	1	70	1.4%	No
C17ORF80		17q25.1	AMP	2	70	2.9%	No
SSH2		17q11.2	AMP	1	70	1.4%	No
SNORD114-27		14q32.31	HOMDEL	1	70	1.4%	No
LINC00378		13q21.2	HOMDEL	2	70	2.9%	No
ZNF560		19p13.2	HOMDEL	1	70	1.4%	No
TEN1		17q25.1	AMP	4	70	5.7%	No
PDCD1LG2		9p24.1	HOMDEL	1	70	1.4%	Yes
TCHHL1		1q21.3	AMP	1	70	1.4%	No
PPEF2		4q21.1	AMP	1	70	1.4%	No
DEFB113		6p12.3	HOMDEL	1	70	1.4%	No
NBPF10		1q21.1	AMP	1	70	1.4%	No
POM121L4P		22q11.2	AMP	1	70	1.4%	No
PET100		19p13.2	HOMDEL	1	70	1.4%	No
SNORD114-11		14q32.31	AMP	1	70	1.4%	No
LINC00379		13q31.3	HOMDEL	1	70	1.4%	No
LINC01485		5q35.2	AMP	1	70	1.4%	No
LINC01285		Xq24	AMP	1	70	1.4%	No
CTNNA3		10q21.3	HOMDEL	1	70	1.4%	No
ABCC8		11p15.1	HOMDEL	1	70	1.4%	No
FLVCR2		14q24.3	AMP	1	70	1.4%	No
CREB3L4		1q21.3	AMP	1	70	1.4%	No
SLC2A13		12q12	AMP	1	70	1.4%	No
EXOC3L4		14q32.32	AMP	1	70	1.4%	No
CLEC18C		16q22.1	AMP	1	70	1.4%	No
FXYD6		11q23.3	HOMDEL	1	70	1.4%	No
ANPEP		15q26.1	AMP	1	70	1.4%	No
GAGE2E		Xp11.23	AMP	2	70	2.9%	No
CYTH1		17q25.3	HOMDEL	1	70	1.4%	No
CACNA1C-IT3		12p13.33	AMP	1	70	1.4%	No
ARPC2		2q35	HOMDEL	2	70	2.9%	No
LINC00877		3p13	HOMDEL	2	70	2.9%	No
SEMA6B		19p13.3	HOMDEL	2	70	2.9%	No
SIAE		11q24.2	HOMDEL	1	70	1.4%	No
ONECUT3		19p13.3	AMP	1	70	1.4%	No
RPL23AP87		17q25.3	HOMDEL	1	70	1.4%	No
SNORD114-10		14q32.31	AMP	1	70	1.4%	No
TBC1D23		3q12.1-q12.2	AMP	3	70	4.3%	No
BMP6		6p24.3	HOMDEL	1	70	1.4%	No
GCDH		19p13.13	HOMDEL	1	70	1.4%	No
IQCB1		3q13.33	AMP	3	70	4.3%	No
SPRN		10q26.3	HOMDEL	3	70	4.3%	No
RP1L1		8p23.1	HOMDEL	1	70	1.4%	No
GALNT9		12q24.33	AMP	1	70	1.4%	No
LINC00547		13q13.3	HOMDEL	2	70	2.9%	No
GAGE12I		Xp11.23	AMP	2	70	2.9%	No
FER1L6		8q24.13	AMP	1	70	1.4%	No
TCHP		12q24.11	AMP	1	70	1.4%	No
EIF3G		19p13.2	HOMDEL	1	70	1.4%	No
SASH3		Xq26.1	AMP	1	70	1.4%	No
ENPP7		17q25.3	HOMDEL	1	70	1.4%	No
PRDX4		Xp22.11	AMP	3	70	4.3%	No
HM13		20q11.21	AMP	2	70	2.9%	No
RPP14		3p14.3	HOMDEL	1	70	1.4%	No
SLC25A5		Xq24	AMP	1	70	1.4%	No
FAM78B		1q24.1	AMP	1	70	1.4%	No
MIR381HG		14q32.31	HOMDEL	1	70	1.4%	No
PPBP		4q13.3	AMP	1	70	1.4%	No
FOXA1		14q21.1	HOMDEL	1	70	1.4%	Yes
CACNA1B		9q34.3	HOMDEL	1	70	1.4%	No
MCAM		11q23.3	HOMDEL	1	70	1.4%	No
ATP5ME		4p16.3	HOMDEL	1	70	1.4%	No
LINC00994		3p14.1	HOMDEL	1	70	1.4%	No
LINC00426		13q12.3	HOMDEL	1	70	1.4%	No
ITM2C		2q37.1	HOMDEL	2	70	2.9%	No
ITGB2		21q22.3	AMP	1	70	1.4%	No
IL1RAP		3q28	AMP	8	70	11.4%	No
PDE4DIP		1q21.2	AMP	1	70	1.4%	Yes
SLC25A6		Xp22.32 and Yp11.3	AMP	1	70	1.4%	No
SCG3		15q21.2	HOMDEL	2	70	2.9%	No
CD200R1		3q13.2	AMP	2	70	2.9%	No
LINC01214		3q25.1	AMP	4	70	5.7%	No
FAM43A		3q29	AMP	9	70	12.9%	No
FHIP2B		8p21.3	HOMDEL	2	70	2.9%	No
ZBTB42		14q32.33	AMP	1	70	1.4%	No
IDS		Xq28	AMP	2	70	2.9%	No
CPS1-IT1		2q34	HOMDEL	2	70	2.9%	No
NUP50-DT		22q13.31	HOMDEL	1	70	1.4%	No
TRABD		22q13.33	AMP	1	70	1.4%	No
KAT6A		8p11.21	HOMDEL	1	70	1.4%	Yes
CEACAM21		19q13.2	AMP	2	70	2.9%	No
IL22		12q15	AMP	1	70	1.4%	No
LINC01574		5q35.2	AMP	1	70	1.4%	No
CHGA		14q32.12	HOMDEL	1	70	1.4%	No
CACNA2D2		3p21.31	HOMDEL	1	70	1.4%	No
GADD45A		1p31.3	AMP	1	70	1.4%	No
CERNA1		15q21.2	HOMDEL	2	70	2.9%	No
MTHFD2P1		3q11.2	HOMDEL	1	70	1.4%	No
SPHKAP		2q36.3	HOMDEL	1	70	1.4%	No
ZNF354B		5q35.3	AMP	1	70	1.4%	No
IL1RL2		2q12.1	AMP	2	70	2.9%	No
MB21D2		3q29	AMP	8	70	11.4%	No
ZNF653		19p13.2	AMP	1	70	1.4%	No
SAP30BP		17q25.1	AMP	4	70	5.7%	No
