Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
MIOS		7p21.3	AMP	1	8	12.5%	No
ZNF267		16p11.2	HOMDEL	1	8	12.5%	No
NEK11		3q22.1	AMP	1	8	12.5%	No
ZNRF2P2		7p14.3	AMP	1	8	12.5%	No
ZNF30		19q13.13	AMP	2	8	25.0%	No
KRTAP4-6		17q21.2	AMP	1	8	12.5%	No
ZNF529		19q13.12	AMP	1	8	12.5%	No
LIFR-AS1		5p13.1	AMP	1	8	12.5%	No
LINC02044		3q13.2	AMP	1	8	12.5%	No
PER3P1		7p21.3	AMP	1	8	12.5%	No
IL7R		5p13.2	AMP	1	8	12.5%	Yes
TMCC1		3q22.1	AMP	1	8	12.5%	No
GNB1		1p36.33	HOMDEL	1	8	12.5%	Yes
CLC		19q13.2	AMP	1	8	12.5%	No
LINC01192		3q26.1	AMP	1	8	12.5%	No
LINC00501		3q26.32	AMP	1	8	12.5%	No
SFRP4		7p14.1	AMP	1	8	12.5%	Yes
ATP6V1A		3q13.31	AMP	1	8	12.5%	No
ZNF117		7q11.21	AMP	1	8	12.5%	No
KRTAP2-1		17q21.2	AMP	1	8	12.5%	No
TNFRSF14-AS1		1p36.32	HOMDEL	1	8	12.5%	No
CES3		16q22.1	HOMDEL	1	8	12.5%	No
STK4-DT		20q13.12	AMP	1	8	12.5%	No
ADIPOQ-AS1		3q27.3	AMP	1	8	12.5%	No
KLHL7		7p15.3	AMP	1	8	12.5%	No
SNORD116-25		15q11.2	HOMDEL	1	8	12.5%	No
PLSCR1		3q24	AMP	1	8	12.5%	No
ZNF527		19q13.12	AMP	1	8	12.5%	No
SNORD115-20		15q11.2	AMP	1	8	12.5%	No
IQCE		7p22.3	AMP	1	8	12.5%	No
WFDC9		20q13.12	AMP	1	8	12.5%	No
CASC16		16q12.1-q12.2	AMP	1	8	12.5%	No
MRPS18B		6p21.33	AMP	1	8	12.5%	No
ANP32B		9q22.33	AMP	1	8	12.5%	No
SLC13A3		20q13.12	AMP	1	8	12.5%	No
CRYBG3		3q11.2	AMP	1	8	12.5%	No
ZFP36		19q13.2	AMP	1	8	12.5%	No
MAFK		7p22.3	AMP	1	8	12.5%	No
EIF5A2		3q26.2	AMP	1	8	12.5%	No
LINC02026		3q29	AMP	1	8	12.5%	No
PIGZ		3q29	AMP	1	8	12.5%	No
TBC1D3H		17q12	AMP	1	8	12.5%	No
MTRR		5p15.31	AMP	1	8	12.5%	No
GPNMB		7p15.3	AMP	1	8	12.5%	No
ZNF484		9q22.31	AMP	1	8	12.5%	No
KRTAP9-1		17q21.2	AMP	1	8	12.5%	No
CD47		3q13.12	AMP	1	8	12.5%	No
SNORD52		6p21.33	AMP	1	8	12.5%	No
KLHL36		16q24.1	HOMDEL	1	8	12.5%	No
KRTAP9-9		17q21.2	AMP	1	8	12.5%	No
ACOT6		14q24.3	HOMDEL	1	8	12.5%	No
EAF2		3q13.33	AMP	1	8	12.5%	No
P2RY14		3q25.1	AMP	1	8	12.5%	No
CPLANE1		5p13.2	AMP	1	8	12.5%	No
SNORD116-2		15q11.2	HOMDEL	1	8	12.5%	No
NIPA2		15q11.2	HOMDEL	1	8	12.5%	No
OR5K2		3q11.2	AMP	1	8	12.5%	No
CEP70		3q22.3	AMP	1	8	12.5%	No
IGFBP4		17q21.2	AMP	1	8	12.5%	No
PRR27		4q13.3	HOMDEL	1	8	12.5%	No
LINC01194		5p15.2	AMP	1	8	12.5%	No
EMB		5q11.1	AMP	1	8	12.5%	No
COBL		7p12.1	AMP	1	8	12.5%	No
OR4N3P		15q11.2	HOMDEL	1	8	12.5%	No
CRHR2		7p14.3	AMP	1	8	12.5%	No
LINC02139		16q24.1	HOMDEL	1	8	12.5%	No
LINC01501		9q22.2	AMP	1	8	12.5%	No
LRP1B		2q22.1-q22.2	HOMDEL	1	8	12.5%	Yes
ST3GAL6		3q12.1	AMP	1	8	12.5%	No
LINC02149		5p15.1	AMP	1	8	12.5%	No
LGALS7		19q13.13	AMP	1	8	12.5%	No
KRT20		17q21.2	AMP	1	8	12.5%	No
ICE1		5p15.32	AMP	1	8	12.5%	No
NIPSNAP2		7p11.2	AMP	1	8	12.5%	No
DZIP3		3q13.13	AMP	1	8	12.5%	No
MED29		19q13.2	AMP	1	8	12.5%	No
SNORD115-8		15q11.2	HOMDEL	1	8	12.5%	No
COL6A4P2		3q22.1	AMP	1	8	12.5%	No
DNAJC19		3q26.33	AMP	1	8	12.5%	No
SNORD115-16		15q11.2	AMP	1	8	12.5%	No
C5ORF22		5p13.3	AMP	1	8	12.5%	No
CFAP92		3q21.3	AMP	1	8	12.5%	No
ACLY		17q21.2	AMP	1	8	12.5%	No
FMO3		1q24.3	AMP	1	8	12.5%	No
RPGRIP1L		16q12.2	HOMDEL	1	8	12.5%	No
SKI		1p36.33-p36.32	HOMDEL	1	8	12.5%	No
SCGB1B2P		19q13.11	AMP	1	8	12.5%	No
SNORA5B		7p13	AMP	1	8	12.5%	No
CCM2		7p13	AMP	1	8	12.5%	No
SNORD115-15		15q11.2	AMP	1	8	12.5%	No
LRRC34		3q26.2	AMP	1	8	12.5%	No
PERM1		1p36.33	HOMDEL	1	8	12.5%	No
SEPTIN7P2		7p12.3	AMP	1	8	12.5%	No
DNAAF5		7p22.3	AMP	1	8	12.5%	No
PAQR9		3q23	AMP	1	8	12.5%	No
HGD		3q13.33	AMP	1	8	12.5%	No
PMS2		7p22.1	AMP	1	8	12.5%	Yes
CA7		16q22.1	HOMDEL	1	8	12.5%	No
VPS41		7p14.1	AMP	1	8	12.5%	No
OR4M2		15q11.2	HOMDEL	1	8	12.5%	No
SNORA5C		7p13	AMP	1	8	12.5%	No
MRPS30		5p12	AMP	1	8	12.5%	No
COX7A1		19q13.12	AMP	1	8	12.5%	No
RDM1P5		17q12	AMP	1	8	12.5%	No
GMFG		19q13.2	AMP	1	8	12.5%	No
SELENOT		3q25.1	AMP	1	8	12.5%	No
NFKBID		19q13.12	AMP	2	8	25.0%	No
SNORD115-18		15q11.2	AMP	1	8	12.5%	No
ARHGAP23		17q12	AMP	1	8	12.5%	No
SNORD116-11		15q11.2	HOMDEL	1	8	12.5%	No
PSMD2		3q27.1	AMP	1	8	12.5%	No
PANK4		1p36.32	HOMDEL	1	8	12.5%	No
CLSTN2-AS1		3q23	AMP	1	8	12.5%	No
SNORD64		15q11.2	AMP	1	8	12.5%	No
GLCCI1-DT		7p21.3	AMP	1	8	12.5%	No
PCYT1A		3q29	AMP	1	8	12.5%	No
INTS11		1p36.33	HOMDEL	1	8	12.5%	No
SNORA7B		3q21.3	AMP	1	8	12.5%	No
CSN1S2AP		4q13.3	HOMDEL	1	8	12.5%	No
KRT37		17q21.2	AMP	1	8	12.5%	No
PI15		8q21.13	AMP	1	8	12.5%	No
MYLK		3q21.1	AMP	1	8	12.5%	No
PSMD3		17q21.1	AMP	1	8	12.5%	No
HCG22		6p21.33	AMP	1	8	12.5%	No
IFT52		20q13.12	AMP	1	8	12.5%	No
CDK11B		1p36.33	HOMDEL	1	8	12.5%	No
SLC24A3		20p11.23	AMP	1	8	12.5%	No
SNORD115-17		15q11.2	AMP	1	8	12.5%	No
MLH1		3p22.2	HOMDEL	1	8	12.5%	Yes
LINC02135		16q24.1	HOMDEL	1	8	12.5%	No
GUSBP1		5p14.3	AMP	1	8	12.5%	No
SNORD115-32		15q11.2	HOMDEL	1	8	12.5%	No
GFM1		3q25.32	AMP	1	8	12.5%	No
LINC01532		19q12	AMP	1	8	12.5%	No
WDR70		5p13.2	AMP	1	8	12.5%	No
FMO2		1q24.3	AMP	1	8	12.5%	No
ZNF875		19q13.12	AMP	1	8	12.5%	No
ITPRID1		7p14.3	AMP	1	8	12.5%	No
NOTCH4		6p21.32	AMP	1	8	12.5%	Yes
SNORA9		7p13	AMP	1	8	12.5%	No
LGALS4		19q13.2	AMP	1	8	12.5%	No
KRT38		17q21.2	AMP	1	8	12.5%	No
CARD19		9q22.31	AMP	1	8	12.5%	No
ZNF829		19q13.12	AMP	1	8	12.5%	No
HLTF		3q24	AMP	1	8	12.5%	No
PPP1R17		7p14.3	AMP	1	8	12.5%	No
HSPA1L		6p21.33	AMP	1	8	12.5%	No
TRIP13		5p15.33	AMP	1	8	12.5%	Yes
WFDC2		20q13.12	AMP	1	8	12.5%	No
LIPH		3q27.2	AMP	1	8	12.5%	No
SNORD123		5p15.2	AMP	1	8	12.5%	No
MT2A		16q13	HOMDEL	1	8	12.5%	No
OR13C5		9q31.1	AMP	1	8	12.5%	No
TCAP		17q12	AMP	1	8	12.5%	No
TOPBP1		3q22.1	AMP	1	8	12.5%	No
CLDND1		3q11.2	AMP	1	8	12.5%	No
PLEKHG4B		5p15.33	AMP	1	8	12.5%	No
HSPA1B		6p21.33	AMP	1	8	12.5%	No
CLIP3		19q13.12	AMP	2	8	25.0%	No
MICALL2		7p22.3	AMP	1	8	12.5%	No
SNORD116-21		15q11.2	HOMDEL	1	8	12.5%	No
LINC01566		16p11.1	HOMDEL	1	8	12.5%	No
CFAP91		3q13.33	AMP	1	8	12.5%	No
POPDC2		3q13.33	AMP	1	8	12.5%	No
GCSAM		3q13.2	AMP	1	8	12.5%	No
TARP		7p14.1	AMP	1	8	12.5%	No
ROPN1B		3q21.2	AMP	1	8	12.5%	No
PI3		20q13.12	AMP	1	8	12.5%	No
DPY19L1		7p14.2	AMP	1	8	12.5%	No
ATP11B		3q26.33	AMP	1	8	12.5%	No
KRT36		17q21.2	AMP	1	8	12.5%	No
ALDH1L1		3q21.3	AMP	1	8	12.5%	No
DUSP14		17q12	AMP	1	8	12.5%	No
CETP		16q13	HOMDEL	1	8	12.5%	No
POM121L12		7p12.1	AMP	1	8	12.5%	No
NPY		7p15.3	AMP	1	8	12.5%	No
KCNS1		20q13.12	AMP	1	8	12.5%	No
HSPA1A		6p21.33	AMP	1	8	12.5%	No
SLC9A3		5p15.33	AMP	1	8	12.5%	No
IL6		7p15.3	AMP	1	8	12.5%	No
CDH22		20q13.12	AMP	1	8	12.5%	No
ABCF3		3q27.1	AMP	1	8	12.5%	No
SLC9A9-AS1		3q24	AMP	1	8	12.5%	No
KMT2B		19q13.12	AMP	2	8	25.0%	Yes
KLHL17		1p36.33	HOMDEL	1	8	12.5%	No
ANKRD26P1		16q11.2	HOMDEL	1	8	12.5%	No
WFDC11		20q13.12	AMP	1	8	12.5%	No
PLOD2		3q24	AMP	1	8	12.5%	No
MYNN		3q26.2	AMP	1	8	12.5%	No
CHN2		7p14.3	AMP	1	8	12.5%	No
TSPAN13		7p21.1	AMP	1	8	12.5%	No
RNU6-76P		13q11	HOMDEL	1	8	12.5%	No
KRT17		17q21.2	AMP	1	8	12.5%	No
FAM172BP		3q12.3	AMP	1	8	12.5%	No
CSTA		3q21.1	AMP	1	8	12.5%	No
PRXL2B		1p36.32	HOMDEL	1	8	12.5%	No
LINC03013		7p14.2	AMP	1	8	12.5%	No
VSTM2A-OT1		7p11.2	AMP	1	8	12.5%	No
NPSR1		7p14.3	AMP	1	8	12.5%	No
EXOC3-AS1		5p15.33	AMP	1	8	12.5%	No
WDR53		3q29	AMP	1	8	12.5%	No
LINC00115		1p36.33	HOMDEL	1	8	12.5%	No
LINC02192		16q12.1	HOMDEL	1	8	12.5%	No
RNF216		7p22.1	AMP	1	8	12.5%	No
IPW		15q11.2	AMP	1	8	12.5%	No
KCNAB1		3q25.31	AMP	1	8	12.5%	No
LAMP3		3q27.1	AMP	1	8	12.5%	No
OCM		7p22.1	AMP	1	8	12.5%	No
EHHADH		3q27.2	AMP	1	8	12.5%	No
SNORD115-4		15q11.2	HOMDEL	1	8	12.5%	No
NAALADL2-AS3		3q26.3	AMP	1	8	12.5%	No
DAP		5p15.2	AMP	1	8	12.5%	No
ZNF568		19q13.12	AMP	1	8	12.5%	No
RAC1		7p22.1	AMP	1	8	12.5%	Yes
ZBTB32		19q13.12	AMP	2	8	25.0%	No
ZNF148		3q21.2	AMP	1	8	12.5%	No
CASC3		17q21.1	AMP	1	8	12.5%	No
SNORD116-2		15q11.2	AMP	1	8	12.5%	No
TPST1		7q11.21	AMP	1	8	12.5%	No
ZNF181		19q13.11	AMP	2	8	25.0%	No
NNT-AS1		5p12	AMP	1	8	12.5%	No
VKORC1L1		7q11.21	AMP	1	8	12.5%	No
YBX3P1		16p11.2	HOMDEL	1	8	12.5%	No
MBNL1		3q25.1-q25.2	AMP	1	8	12.5%	No
NR1D1		17q21.1	AMP	1	8	12.5%	No
ATP2C1		3q22.1	AMP	1	8	12.5%	No
CALML6		1p36.33	HOMDEL	1	8	12.5%	No
SNORD116-1		15q11.2	AMP	1	8	12.5%	No
FKBP9P1		7p11.2	AMP	1	8	12.5%	No
ADCYAP1R1		7p14.3	HOMDEL	1	8	12.5%	No
ZNF423		16q12.1	HOMDEL	1	8	12.5%	No
SNORD48		6p21.33	AMP	1	8	12.5%	No
MALSU1		7p15.3	AMP	1	8	12.5%	No
SNORA21		17q12	AMP	1	8	12.5%	No
CCL28		5p12	AMP	1	8	12.5%	No
GNAO1-DT		16q13	HOMDEL	1	8	12.5%	No
LINC01968		3q29	AMP	1	8	12.5%	No
COL15A1		9q22.33	AMP	1	8	12.5%	No
KPNA1		3q21.1	AMP	1	8	12.5%	No
MYO1G		7p13	AMP	1	8	12.5%	No
LINC00265		7p14.1	AMP	1	8	12.5%	No
C1QTNF3-AMACR		5p13.2	AMP	1	8	12.5%	No
TPPP		5p15.33	AMP	1	8	12.5%	No
LINC02212		5p15.2	AMP	1	8	12.5%	No
NPHP3		3q22.1	AMP	1	8	12.5%	No
SNORD116-4		15q11.2	AMP	1	8	12.5%	No
RPL39L		3q27.3	AMP	1	8	12.5%	No
TMEM212		3q26.31	AMP	1	8	12.5%	No
CRCP		7q11.21	AMP	1	8	12.5%	No
LINC00290		4q34.3	HOMDEL	1	8	12.5%	No
TMEM108-AS1		3q22.1	AMP	1	8	12.5%	No
LINC00885		3q29	AMP	1	8	12.5%	No
EGFEM1P		3q26.2	AMP	1	8	12.5%	No
APOM		6p21.33	AMP	1	8	12.5%	No
DLG1-AS1		3q29	AMP	1	8	12.5%	No
LY96		8q21.11	AMP	1	8	12.5%	No
HERPUD2		7p14.2	AMP	1	8	12.5%	No
ZNF680		7q11.21	AMP	1	8	12.5%	No
SNORD115-26		15q11.2	HOMDEL	1	8	12.5%	No
SNORD115-16		15q11.2	HOMDEL	1	8	12.5%	No
LRRC47		1p36.32	HOMDEL	1	8	12.5%	No
SNORD116-3		15q11.2	AMP	1	8	12.5%	No
BASP1		5p15.1	AMP	1	8	12.5%	No
ZFP14		19q13.12	AMP	1	8	12.5%	No
TUBB		6p21.33	AMP	1	8	12.5%	No
ANKS6		9q22.33	AMP	1	8	12.5%	No
PDP2		16q22.1	HOMDEL	1	8	12.5%	No
DDX56		7p13	AMP	1	8	12.5%	No
YWHAEP7		17q12	AMP	1	8	12.5%	No
LINC01100		3q25.33	AMP	1	8	12.5%	No
LINC00687		20p12.2	AMP	1	8	12.5%	No
TP53TG5		20q13.12	AMP	1	8	12.5%	No
HNF4A		20q13.12	AMP	1	8	12.5%	No
CLIC3		9q34.3	HOMDEL	1	8	12.5%	No
PARD3		10p11.22-p11.21	HOMDEL	1	8	12.5%	No
CARD6		5p13.1	AMP	1	8	12.5%	No
SLC2A10		20q13.12	AMP	1	8	12.5%	No
FSTL1		3q13.33	AMP	1	8	12.5%	No
SCIN		7p21.3	AMP	1	8	12.5%	No
ZNF565		19q13.12	AMP	1	8	12.5%	No
RPL24		3q12.3	AMP	1	8	12.5%	No
PLEKHN1		1p36.33	HOMDEL	1	8	12.5%	No
MACROD2		20p12.1	HOMDEL	1	8	12.5%	No
PKD1L1-AS1		7p12.3	AMP	1	8	12.5%	No
GNA12		7p22.3-p22.2	AMP	1	8	12.5%	Yes
AGER		6p21.32	AMP	1	8	12.5%	No
CEP97		3q12.3	AMP	1	8	12.5%	No
MAD1L1		7p22.3	AMP	1	8	12.5%	No
NINJ1		9q22.31	AMP	1	8	12.5%	No
TERB1		16q22.1	HOMDEL	1	8	12.5%	No
SNURF		15q11.2	HOMDEL	1	8	12.5%	No
SNORD116-5		15q11.2	AMP	1	8	12.5%	No
TM4SF19-DYNLT2B		3q29	AMP	1	8	12.5%	No
TIGIT		3q13.31	AMP	1	8	12.5%	No
SNORD108		15q11.2	AMP	1	8	12.5%	No
ADAP1		7p22.3	AMP	1	8	12.5%	No
CCZ1		7p22.1	AMP	1	8	12.5%	No
PNMA1		14q24.3	HOMDEL	1	8	12.5%	No
RSRC1		3q25.32	AMP	1	8	12.5%	No
POU6F2-AS1		7p14.1	AMP	1	8	12.5%	No
DNAJC7		17q21.2	AMP	1	8	12.5%	No
LGALS13		19q13.2	AMP	1	8	12.5%	No
CDK12		17q12	AMP	1	8	12.5%	Yes
BEAN1-AS1		16q21	HOMDEL	1	8	12.5%	No
PRLR		5p13.2	AMP	1	8	12.5%	No
KRTAP2-2		17q21.2	AMP	1	8	12.5%	No
ISG15		1p36.33	HOMDEL	1	8	12.5%	No
MT1H		16q13	HOMDEL	1	8	12.5%	No
CISD3		17q12	AMP	1	8	12.5%	No
LINC00578		3q26.32	AMP	1	8	12.5%	No
TTI2		8p12	AMP	1	8	12.5%	No
GRID2IP		7p22.1	AMP	1	8	12.5%	No
DYNC1LI2		16q22.1	HOMDEL	1	8	12.5%	No
UBA2		19q13.11	AMP	1	8	12.5%	No
RP9P		7p14.3	AMP	1	8	12.5%	No
LEKR1		3q25.31	AMP	1	8	12.5%	No
SNORD109A		15q11.2	AMP	1	8	12.5%	No
LRRIQ4		3q26.2	AMP	1	8	12.5%	No
CDK11A		1p36.33	HOMDEL	1	8	12.5%	No
DCUN1D1		3q26.33	AMP	1	8	12.5%	Yes
AMACR		5p13.2	AMP	1	8	12.5%	No
PSMC4		19q13.11-q13.13	AMP	1	8	12.5%	No
FBXW5		9q34.3	HOMDEL	1	8	12.5%	No
LINC00904		19q13.11	AMP	2	8	25.0%	No
LPP-AS1		3q28	AMP	1	8	12.5%	No
RASA2		3q23	AMP	1	8	12.5%	No
SPICE1		3q13.2	AMP	1	8	12.5%	No
SNORD115-41		15q11.2	HOMDEL	1	8	12.5%	No
EPPIN-WFDC6		20q13.12	AMP	1	8	12.5%	No
SLPI		20q13.12	AMP	1	8	12.5%	No
ZDHHC4		7p22.1	AMP	1	8	12.5%	No
TMEM135		11q14.2	HOMDEL	1	8	12.5%	No
PSORS1C1		6p21.33	AMP	1	8	12.5%	No
NDN		15q11.2	HOMDEL	1	8	12.5%	No
LINC02346		15q12	AMP	1	8	12.5%	No
HEMGN		9q22.33	AMP	1	8	12.5%	No
RALGPS1		9q33.3	HOMDEL	1	8	12.5%	No
ME3		11q14.2	HOMDEL	1	8	12.5%	No
CCNL1		3q25.31	AMP	1	8	12.5%	No
OTULIN		5p15.2	AMP	1	8	12.5%	No
PBX2		6p21.32	AMP	1	8	12.5%	No
ZNF780A		19q13.2	AMP	1	8	12.5%	No
DNAL1		14q24.3	HOMDEL	1	8	12.5%	No
WIPF2		17q21.2	AMP	1	8	12.5%	No
PODXL2		3q21.3	AMP	1	8	12.5%	No
NOC2L		1p36.33	HOMDEL	1	8	12.5%	No
NRG1		8p12	AMP	1	8	12.5%	Yes
SMC4		3q25.33	AMP	1	8	12.5%	No
ARL6		3q11.2	AMP	1	8	12.5%	No
SAMD7		3q26.2	AMP	1	8	12.5%	No
TRPC1		3q23	AMP	1	8	12.5%	No
IGSF11-AS1		3q13.32	AMP	1	8	12.5%	No
VWA5B2		3q27.1	AMP	1	8	12.5%	No
FBXO4		5p13.1	AMP	1	8	12.5%	No
MID1		Xp22	AMP	1	8	12.5%	No
GPER1		7p22.3	AMP	1	8	12.5%	No
OR7E2P		11q14.2	HOMDEL	1	8	12.5%	No
OVOL3		19q13.12	AMP	1	8	12.5%	No
PHKG1		7p11.2	AMP	1	8	12.5%	No
ATP1B3		3q23	AMP	1	8	12.5%	No
FAM86JP		3q21.2	AMP	1	8	12.5%	No
NDUFS6		5p15.33	AMP	1	8	12.5%	No
ENAM		4q13.3	HOMDEL	1	8	12.5%	No
CDH16		16q22.1	HOMDEL	1	8	12.5%	No
SOX2		3q26.33	AMP	1	8	12.5%	Yes
NAA20		20p11.23	AMP	1	8	12.5%	No
TASP1		20p12.1	AMP	1	8	12.5%	No
ANKS1B		12q23.1	HOMDEL	1	8	12.5%	No
ZNF890P		7p22.1	AMP	1	8	12.5%	No
KIF3B		20q11.21	AMP	1	8	12.5%	No
L3MBTL1		20q13.12	AMP	1	8	12.5%	No
CD200		3q13.2	AMP	1	8	12.5%	No
ZNF736		7q11.21	AMP	1	8	12.5%	No
UTP3		4q13.3	HOMDEL	1	8	12.5%	No
PLSCR2		3q24	AMP	1	8	12.5%	No
ZNF569		19q13.12	AMP	1	8	12.5%	No
MMD2		7p22.1	AMP	1	8	12.5%	No
OR5H6		3q11.2	AMP	1	8	12.5%	No
TBCCD1		3q27.3	AMP	1	8	12.5%	No
ZMAT3		3q26.32	AMP	1	8	12.5%	No
CPVL		7p14.3	AMP	1	8	12.5%	No
ADIPOQ		3q27.3	AMP	1	8	12.5%	No
STRIT1		3q25.2	AMP	1	8	12.5%	No
KRTAP4-9		17q21.2	AMP	1	8	12.5%	No
FXR1		3q26.33	AMP	1	8	12.5%	No
DIRAS2		9q22.2	AMP	1	8	12.5%	No
HUS1		7p12.3	AMP	1	8	12.5%	No
MIX23		3q21.1	AMP	1	8	12.5%	No
VWDE		7p21.3	AMP	1	8	12.5%	No
FAM157A		3q29	AMP	1	8	12.5%	No
LST1		6p21.33	AMP	1	8	12.5%	No
PLSCR5		3q24	AMP	1	8	12.5%	No
MRM2		7p22.3	AMP	1	8	12.5%	No
MT1JP		16q13	HOMDEL	1	8	12.5%	No
LINC02889		7p21.1	AMP	1	8	12.5%	No
ZBTB38		3q23	AMP	1	8	12.5%	No
SFTA2		6p21.33	AMP	1	8	12.5%	No
C20ORF203		20q11.21	AMP	1	8	12.5%	No
B4GALT4		3q13.32	AMP	1	8	12.5%	No
TMEM147-AS1		19q13.12	AMP	2	8	25.0%	No
LINC02150		5p15.1	AMP	1	8	12.5%	No
COTL1		16q24.1	HOMDEL	1	8	12.5%	No
SNORD115-23		15q11.2	AMP	1	8	12.5%	No
PAPOLB		7p22.1	AMP	1	8	12.5%	No
SNORD116-28		15q11.2	HOMDEL	1	8	12.5%	No
RABGEF1		7q11.21	AMP	1	8	12.5%	No
THAP8		19q13.12	AMP	2	8	25.0%	No
ATP6V1G2-DDX39B		6p21.33	AMP	1	8	12.5%	No
ODAM		4q13.3	HOMDEL	1	8	12.5%	No
SNORA15		7p11.2	AMP	1	8	12.5%	No
DENND2B		11p15.4	HOMDEL	1	8	12.5%	No
LINC01342		1p36.33	HOMDEL	1	8	12.5%	No
BASP1-AS1		5p15.1	AMP	1	8	12.5%	No
SNORD115-13		15q11.2	HOMDEL	1	8	12.5%	No
NECTIN3-AS1		3q13.13	AMP	1	8	12.5%	No
LINC02982		5p15.33	AMP	1	8	12.5%	No
LINC01450		7p14.1	AMP	1	8	12.5%	No
YAE1		7p14.1	AMP	1	8	12.5%	No
ZNF780B		19q13.2	AMP	1	8	12.5%	No
HCLS1		3q13.33	AMP	1	8	12.5%	No
ILDR1		3q13.33	AMP	1	8	12.5%	No
RALA		7p14.1	AMP	1	8	12.5%	No
LINC00672		17q12	AMP	1	8	12.5%	No
U2AF1L4		19q13.12	AMP	2	8	25.0%	No
RIOX2		3q11.2	AMP	1	8	12.5%	No
HECW1		7p14.1-p13	AMP	1	8	12.5%	No
TIMMDC1		3q13.33	AMP	1	8	12.5%	No
PARP9		3q21.1	AMP	1	8	12.5%	No
SNORD115-26		15q11.2	AMP	1	8	12.5%	No
SNORD115-27		15q11.2	AMP	1	8	12.5%	No
RAMP3		7p13	AMP	1	8	12.5%	No
VARS2		6p21.33	AMP	1	8	12.5%	No
MMEL1		1p36.32	HOMDEL	1	8	12.5%	No
NEURL2		20q13.12	AMP	1	8	12.5%	No
KLHL11		17q21.2	AMP	1	8	12.5%	No
MUCL3		6p21.33	AMP	1	8	12.5%	No
CMTM1		16q21	HOMDEL	1	8	12.5%	No
RFC4		3q27.3	AMP	1	8	12.5%	No
TPRG1		3q28	AMP	1	8	12.5%	No
MRPS22		3q23	AMP	1	8	12.5%	No
FOXC2		16q24.1	HOMDEL	1	8	12.5%	No
NECAB2		16q23.3	HOMDEL	1	8	12.5%	No
PPT2		6p21.32	AMP	1	8	12.5%	No
SNORD115-24		15q11.2	AMP	1	8	12.5%	No
B3GALNT1		3q26.1	AMP	1	8	12.5%	No
CCN5		20q13.12	AMP	1	8	12.5%	No
FAM183BP		7p14.1	AMP	1	8	12.5%	No
FBXO27		19q13.2	AMP	1	8	12.5%	No
ACOT2		14q24.3	HOMDEL	1	8	12.5%	No
MTHFSD		16q24.1	HOMDEL	1	8	12.5%	No
SMR3A		4q13.3	HOMDEL	1	8	12.5%	No
SNORD115-25		15q11.2	AMP	1	8	12.5%	No
KRTAP4-7		17q21.2	AMP	1	8	12.5%	No
SNX21		20q13.12	AMP	1	8	12.5%	No
TSC22D2		3q25.1	AMP	1	8	12.5%	No
INTS15		7p22.1	AMP	1	8	12.5%	No
SSR3		3q25.31	AMP	1	8	12.5%	No
RINL		19q13.2	AMP	1	8	12.5%	No
SNORD115-30		15q11.2	AMP	1	8	12.5%	No
SLC7A14		3q26.2	AMP	1	8	12.5%	No
WIPI2		7p22.1	AMP	1	8	12.5%	No
DHX36		3q25.2	AMP	1	8	12.5%	No
AQP1		7p14.3	AMP	1	8	12.5%	No
TPRA1		3q21.3	AMP	1	8	12.5%	No
CCDC39		3q26.33	AMP	1	8	12.5%	No
NCK1		3q22.3	AMP	1	8	12.5%	No
EPM2AIP1		3p22.2	HOMDEL	1	8	12.5%	No
ZSWIM1		20q13.12	AMP	1	8	12.5%	No
DMKN		19q13.12	AMP	2	8	25.0%	No
AP5Z1		7p22.1	AMP	1	8	12.5%	No
SNORA81		3q27.3	AMP	1	8	12.5%	No
SNORD115-29		15q11.2	AMP	1	8	12.5%	No
SNURF		15q11.2	AMP	1	8	12.5%	No
TP53TG3HP		16p11.1	HOMDEL	1	8	12.5%	No
THPO		3q27.1	AMP	1	8	12.5%	No
HIBADH		7p15.2	AMP	1	8	12.5%	No
OSMR-DT		5p13.1	AMP	1	8	12.5%	No
GBE1		3p12.2	HOMDEL	1	8	12.5%	No
CLCN2		3q27.1	AMP	1	8	12.5%	No
HRG		3q27.3	AMP	1	8	12.5%	No
PIP4K2B		17q12	AMP	1	8	12.5%	No
SNORD115-37		15q11.2	HOMDEL	1	8	12.5%	No
MSH5-SAPCD1		6p21.33	AMP	1	8	12.5%	No
LINC02112		5p15.31-p15.2	AMP	1	8	12.5%	No
ANXA2R		5p12	AMP	1	8	12.5%	No
ZNF607		19q13.1	AMP	1	8	12.5%	No
SNX13		7p21.1	AMP	1	8	12.5%	No
KRTAP4-12		17q21.2	AMP	1	8	12.5%	No
SPINT4		20q13.12	AMP	1	8	12.5%	No
NOB1		16q22.1	AMP	1	8	12.5%	No
LINC02082		3q26.2	AMP	1	8	12.5%	No
OR13C9		9q31.1	AMP	1	8	12.5%	No
SNORD115-32		15q11.2	AMP	1	8	12.5%	No
SRSF6		20q13.11	AMP	1	8	12.5%	No
HLA-C		6p21.33	AMP	1	8	12.5%	Yes
TM4SF19		3q29	AMP	1	8	12.5%	No
GABRB3		15q12	AMP	1	8	12.5%	No
TBC1D3C		17q12	AMP	1	8	12.5%	No
SIRT2		19q13.2	AMP	1	8	12.5%	No
PRKCI		3q26.2	AMP	1	8	12.5%	Yes
